date,region,product_id,average_delivery_days,late_delivery_rate
2026-05-15,West,P002,3.43,0.039
2026-05-15,West,P003,3.22,0.032
2026-05-15,West,P004,2.95,0.031
2026-05-16,North,P001,3.37,0.043
2026-05-16,North,P002,3.11,0.054
2026-05-16,North,P003,3.35,0.048
2026-05-16,North,P004,2.57,0.033
2026-05-16,South,P001,2.7,0.047
2026-05-16,South,P002,3.05,0.026
2026-05-16,South,P003,2.94,0.025
2026-05-16,South,P004,2.98,0.023
2026-05-16,East,P001,3.16,0.044
2026-05-16,East,P002,3.57,0.048
2026-05-16,East,P003,2.87,0.048
2026-05-16,East,P004,2.58,0.03
2026-05-16,West,P001,3.1,0.018
2026-05-16,West,P002,2.99,0.03
2026-05-16,West,P003,3.03,0.029
2026-05-16,West,P004,3.13,0.04
2026-05-17,North,P001,3.42,0.04
2026-05-17,North,P002,2.77,0.038
2026-05-17,North,P003,2.6,0.044
2026-05-17,North,P004,3.18,0.065
2026-05-17,South,P001,2.81,0.037
2026-05-17,South,P002,2.83,0.042
2026-05-17,South,P003,3.11,0.039
2026-05-17,South,P004,3.33,0.034
2026-05-17,East,P001,3.3,0.045
2026-05-17,East,P002,3.0,0.037
2026-05-17,East,P003,3.73,0.032
2026-05-17,East,P004,3.09,0.032
2026-05-17,West,P001,3.54,0.049
2026-05-17,West,P002,2.8,0.045
2026-05-17,West,P003,3.08,0.035
2026-05-17,West,P004,3.23,0.044
2026-05-18,North,P001,3.06,0.04
2026-05-18,North,P002,3.13,0.042
2026-05-18,North,P003,3.02,0.034
2026-05-18,North,P004,3.51,0.029
2026-05-18,South,P001,3.13,0.037
2026-05-18,South,P002,3.53,0.031
2026-05-18,South,P003,2.78,0.03
2026-05-18,South,P004,3.1,0.026
2026-05-18,East,P001,2.86,0.018
2026-05-18,East,P002,3.07,0.035
2026-05-18,East,P003,2.55,0.051
2026-05-18,East,P004,2.61,0.048
2026-05-18,West,P001,2.79,0.056
2026-05-18,West,P002,3.22,0.03
2026-05-18,West,P003,2.72,0.046
2026-05-18,West,P004,2.92,0.038
2026-05-19,North,P001,3.38,0.033
2026-05-19,North,P002,3.03,0.05
2026-05-19,North,P003,3.24,0.038
2026-05-19,North,P004,2.91,0.023
2026-05-19,South,P001,2.68,0.043
2026-05-19,South,P002,2.96,0.041
2026-05-19,South,P003,3.31,0.028
2026-05-19,South,P004,2.93,0.042
2026-05-19,East,P001,2.79,0.054
2026-05-19,East,P002,3.27,0.043
2026-05-19,East,P003,3.54,0.025
2026-05-19,East,P004,3.0,0.044
2026-05-19,West,P001,2.73,0.043
2026-05-19,West,P002,2.67,0.047
2026-05-19,West,P003,3.32,0.043
2026-05-19,West,P004,2.44,0.03
2026-05-20,North,P001,3.17,0.04
2026-05-20,North,P002,2.19,0.052
2026-05-20,North,P003,3.04,0.032
2026-05-20,North,P004,3.3,0.033
2026-05-20,South,P001,2.79,0.044
2026-05-20,South,P002,3.53,0.056
2026-05-20,South,P003,3.11,0.045
2026-05-20,South,P004,3.24,0.027
2026-05-20,East,P001,3.19,0.033
2026-05-20,East,P002,3.1,0.038
2026-05-20,East,P003,3.15,0.041
2026-05-20,East,P004,2.08,0.042
2026-05-20,West,P001,3.19,0.044
2026-05-20,West,P002,2.97,0.056
2026-05-20,West,P003,3.09,0.044
2026-05-20,West,P004,3.31,0.044
2026-05-21,North,P001,2.73,0.016
2026-05-21,North,P002,2.86,0.048
2026-05-21,North,P003,2.89,0.048
2026-05-21,North,P004,3.04,0.053
2026-05-21,South,P001,2.91,0.045
2026-05-21,South,P002,3.15,0.055
2026-05-21,South,P003,2.49,0.035
2026-05-21,South,P004,3.25,0.055
2026-05-21,East,P001,3.07,0.037
2026-05-21,East,P002,3.23,0.049
2026-05-21,East,P003,2.89,0.043
2026-05-21,East,P004,3.35,0.059
2026-05-21,West,P001,3.22,0.04
2026-05-21,West,P002,2.98,0.046
2026-05-21,West,P003,2.97,0.042
2026-05-21,West,P004,2.68,0.053
2026-05-22,North,P001,2.66,0.036
2026-05-22,North,P002,3.03,0.06
2026-05-22,North,P003,2.87,0.033
2026-05-22,North,P004,2.83,0.057
2026-05-22,South,P001,2.16,0.03
2026-05-22,South,P002,3.82,0.046
2026-05-22,South,P003,2.67,0.04
2026-05-22,South,P004,3.02,0.048
2026-05-22,East,P001,3.55,0.044
2026-05-22,East,P002,2.84,0.048
2026-05-22,East,P003,2.79,0.03
2026-05-22,East,P004,2.47,0.024
2026-05-22,West,P001,2.73,0.028
2026-05-22,West,P002,3.09,0.028
2026-05-22,West,P003,2.06,0.03
2026-05-22,West,P004,2.86,0.034
2026-05-23,North,P001,3.46,0.034
2026-05-23,North,P002,3.26,0.04
2026-05-23,North,P003,2.99,0.032
2026-05-23,North,P004,2.98,0.032
2026-05-23,South,P001,3.05,0.038
2026-05-23,South,P002,2.72,0.05
2026-05-23,South,P003,3.13,0.036
2026-05-23,South,P004,3.04,0.039
2026-05-23,East,P001,2.74,0.041
2026-05-23,East,P002,2.81,0.031
2026-05-23,East,P003,2.51,0.036
2026-05-23,East,P004,3.17,0.033
2026-05-23,West,P001,3.76,0.049
2026-05-23,West,P002,3.39,0.048
2026-05-23,West,P003,3.56,0.032
2026-05-23,West,P004,2.23,0.036
2026-05-24,North,P001,3.17,0.042
2026-05-24,North,P002,3.08,0.053
2026-05-24,North,P003,3.11,0.048
2026-05-24,North,P004,2.72,0.029
2026-05-24,South,P001,3.48,0.041
2026-05-24,South,P002,2.81,0.034
2026-05-24,South,P003,2.81,0.033
2026-05-24,South,P004,2.62,0.025
2026-05-24,East,P001,2.94,0.034
2026-05-24,East,P002,3.33,0.043
2026-05-24,East,P003,3.08,0.033
2026-05-24,East,P004,2.96,0.044
2026-05-24,West,P001,3.21,0.039
2026-05-24,West,P002,3.32,0.04
2026-05-24,West,P003,3.24,0.035
2026-05-24,West,P004,2.46,0.043
2026-05-25,North,P001,3.22,0.046
2026-05-25,North,P002,3.13,0.037
2026-05-25,North,P003,2.76,0.046
2026-05-25,North,P004,3.13,0.034
2026-05-25,South,P001,3.33,0.031
2026-05-25,South,P002,2.82,0.056
2026-05-25,South,P003,3.26,0.036
2026-05-25,South,P004,3.09,0.042
2026-05-25,East,P001,2.18,0.031
2026-05-25,East,P002,2.98,0.036
2026-05-25,East,P003,3.07,0.051
2026-05-25,East,P004,2.9,0.029
2026-05-25,West,P001,3.1,0.037
2026-05-25,West,P002,2.95,0.037
2026-05-25,West,P003,3.67,0.018
2026-05-25,West,P004,2.88,0.04
2026-05-26,North,P001,2.77,0.049
2026-05-26,North,P002,3.24,0.04
2026-05-26,North,P003,2.92,0.039
2026-05-26,North,P004,2.97,0.039
2026-05-26,South,P001,2.94,0.043
2026-05-26,South,P002,3.23,0.028
2026-05-26,South,P003,2.68,0.023
2026-05-26,South,P004,3.26,0.043
2026-05-26,East,P001,3.15,0.026
2026-05-26,East,P002,3.54,0.034
2026-05-26,East,P003,3.05,0.049
2026-05-26,East,P004,2.7,0.035
2026-05-26,West,P001,3.05,0.069
2026-05-26,West,P002,3.09,0.056
2026-05-26,West,P003,3.36,0.044
2026-05-26,West,P004,2.7,0.051
2026-05-27,North,P001,2.55,0.056
2026-05-27,North,P002,3.06,0.013
2026-05-27,North,P003,2.9,0.047
2026-05-27,North,P004,2.93,0.047
2026-05-27,South,P001,2.74,0.027
2026-05-27,South,P002,2.98,0.04
2026-05-27,South,P003,2.9,0.052
2026-05-27,South,P004,2.74,0.043
2026-05-27,East,P001,3.02,0.024
2026-05-27,East,P002,2.6,0.04
2026-05-27,East,P003,3.59,0.046
2026-05-27,East,P004,2.48,0.009
2026-05-27,West,P001,3.22,0.039
2026-05-27,West,P002,3.34,0.031
2026-05-27,West,P003,3.11,0.048
2026-05-27,West,P004,2.87,0.036
2026-05-28,North,P001,3.01,0.045
2026-05-28,North,P002,3.0,0.05
2026-05-28,North,P003,2.86,0.027
2026-05-28,North,P004,3.59,0.034
2026-05-28,South,P001,2.83,0.039
2026-05-28,South,P002,3.02,0.036
2026-05-28,South,P003,2.99,0.04
2026-05-28,South,P004,3.05,0.016
2026-05-28,East,P001,3.56,0.039
2026-05-28,East,P002,3.17,0.026
2026-05-28,East,P003,2.86,0.033
2026-05-28,East,P004,3.44,0.034
2026-05-28,West,P001,3.23,0.033
2026-05-28,West,P002,2.86,0.038
2026-05-28,West,P003,3.39,0.021
2026-05-28,West,P004,2.61,0.021
2026-05-29,North,P001,2.67,0.032
2026-05-29,North,P002,2.52,0.033
2026-05-29,North,P003,2.4,0.03
2026-05-29,North,P004,3.36,0.044
2026-05-29,South,P001,3.06,0.03
2026-05-29,South,P002,2.54,0.029
2026-05-29,South,P003,2.99,0.049
2026-05-29,South,P004,3.27,0.046
2026-05-29,East,P001,2.78,0.04
2026-05-29,East,P002,2.9,0.038
2026-05-29,East,P003,3.61,0.022
2026-05-29,East,P004,2.93,0.052
2026-05-29,West,P001,2.56,0.034
2026-05-29,West,P002,2.84,0.038
2026-05-29,West,P003,2.52,0.046
2026-05-29,West,P004,3.2,0.045
2026-05-30,North,P001,2.74,0.041
2026-05-30,North,P002,2.73,0.037
2026-05-30,North,P003,3.65,0.041
2026-05-30,North,P004,2.64,0.042
2026-05-30,South,P001,2.59,0.028
2026-05-30,South,P002,2.69,0.036
2026-05-30,South,P003,3.28,0.046
2026-05-30,South,P004,3.16,0.029
2026-05-30,East,P001,2.84,0.043
2026-05-30,East,P002,2.81,0.037
2026-05-30,East,P003,3.13,0.037
2026-05-30,East,P004,3.07,0.056
2026-05-30,West,P001,2.95,0.052
2026-05-30,West,P002,3.17,0.025
2026-05-30,West,P003,2.67,0.032
2026-05-30,West,P004,2.74,0.039
2026-05-31,North,P001,3.18,0.053
2026-05-31,North,P002,3.09,0.036
2026-05-31,North,P003,2.38,0.041
2026-05-31,North,P004,3.01,0.042
2026-05-31,South,P001,3.63,0.052
2026-05-31,South,P002,3.24,0.03
2026-05-31,South,P003,2.85,0.039
2026-05-31,South,P004,2.77,0.045
2026-05-31,East,P001,3.11,0.029
2026-05-31,East,P002,3.36,0.041
2026-05-31,East,P003,2.48,0.039
2026-05-31,East,P004,3.08,0.05
2026-05-31,West,P001,2.9,0.048
2026-05-31,West,P002,3.06,0.027
2026-05-31,West,P003,2.58,0.051
2026-05-31,West,P004,3.36,0.043
2026-06-01,North,P001,3.45,0.051
2026-06-01,North,P002,3.21,0.031
2026-06-01,North,P003,3.52,0.045
2026-06-01,North,P004,2.88,0.033
2026-06-01,South,P001,3.08,0.023
2026-06-01,South,P002,3.21,0.03
2026-06-01,South,P003,3.11,0.035
2026-06-01,South,P004,2.92,0.032
2026-06-01,East,P001,2.95,0.059
2026-06-01,East,P002,3.42,0.044
2026-06-01,East,P003,2.99,0.048
2026-06-01,East,P004,3.34,0.032
2026-06-01,West,P001,2.98,0.022
2026-06-01,West,P002,3.34,0.061
2026-06-01,West,P003,3.02,0.019
2026-06-01,West,P004,3.18,0.031
2026-06-02,North,P001,2.8,0.046
2026-06-02,North,P002,3.08,0.035
2026-06-02,North,P003,2.81,0.041
2026-06-02,North,P004,2.88,0.029
2026-06-02,South,P001,2.9,0.043
2026-06-02,South,P002,2.95,0.026
2026-06-02,South,P003,3.3,0.013
2026-06-02,South,P004,2.87,0.034
2026-06-02,East,P001,3.04,0.046
2026-06-02,East,P002,3.34,0.033
2026-06-02,East,P003,3.18,0.042
2026-06-02,East,P004,2.49,0.059
2026-06-02,West,P001,2.57,0.044
2026-06-02,West,P002,3.12,0.043
2026-06-02,West,P003,2.85,0.048
2026-06-02,West,P004,2.53,0.039
2026-06-03,North,P001,2.83,0.033
2026-06-03,North,P002,3.13,0.051
2026-06-03,North,P003,2.9,0.048
2026-06-03,North,P004,3.01,0.031
2026-06-03,South,P001,2.92,0.037
2026-06-03,South,P002,2.79,0.044
2026-06-03,South,P003,3.07,0.024
2026-06-03,South,P004,2.5,0.044
2026-06-03,East,P001,2.76,0.043
2026-06-03,East,P002,3.23,0.027
2026-06-03,East,P003,2.58,0.057
2026-06-03,East,P004,3.11,0.036
2026-06-03,West,P001,2.72,0.035
2026-06-03,West,P002,2.64,0.049
2026-06-03,West,P003,2.77,0.051
2026-06-03,West,P004,2.88,0.03
2026-06-04,North,P001,2.87,0.014
2026-06-04,North,P002,2.96,0.038
2026-06-04,North,P003,3.25,0.021
2026-06-04,North,P004,3.35,0.048
2026-06-04,South,P001,3.38,0.039
2026-06-04,South,P002,3.3,0.025
2026-06-04,South,P003,3.21,0.032
2026-06-04,South,P004,2.5,0.029
2026-06-04,East,P001,3.0,0.032
2026-06-04,East,P002,3.11,0.022
2026-06-04,East,P003,2.36,0.054
2026-06-04,East,P004,3.27,0.03
2026-06-04,West,P001,3.0,0.05
2026-06-04,West,P002,3.13,0.041
2026-06-04,West,P003,3.33,0.033
2026-06-04,West,P004,3.01,0.04
2026-06-05,North,P001,2.92,0.036
2026-06-05,North,P002,3.02,0.04
2026-06-05,North,P003,2.69,0.048
2026-06-05,North,P004,2.71,0.038
2026-06-05,South,P001,2.91,0.044
2026-06-05,South,P002,2.36,0.049
2026-06-05,South,P003,2.8,0.052
2026-06-05,South,P004,2.86,0.04
2026-06-05,East,P001,3.57,0.037
2026-06-05,East,P002,3.37,0.04
2026-06-05,East,P003,3.12,0.041
2026-06-05,East,P004,3.25,0.033
2026-06-05,West,P001,2.7,0.034
2026-06-05,West,P002,3.03,0.038
2026-06-05,West,P003,3.21,0.053
2026-06-05,West,P004,2.71,0.033
2026-06-06,North,P001,2.57,0.06
2026-06-06,North,P002,3.09,0.045
2026-06-06,North,P003,2.6,0.04
2026-06-06,North,P004,3.15,0.037
2026-06-06,South,P001,3.32,0.063
2026-06-06,South,P002,2.72,0.03
2026-06-06,South,P003,2.74,0.056
2026-06-06,South,P004,3.31,0.039
2026-06-06,East,P001,3.01,0.032
2026-06-06,East,P002,3.27,0.036
2026-06-06,East,P003,2.92,0.046
2026-06-06,East,P004,2.94,0.038
2026-06-06,West,P001,3.0,0.048
2026-06-06,West,P002,3.49,0.046
2026-06-06,West,P003,3.24,0.038
2026-06-06,West,P004,2.79,0.047
2026-06-07,North,P001,3.05,0.026
2026-06-07,North,P002,2.9,0.039
2026-06-07,North,P003,2.85,0.055
2026-06-07,North,P004,3.14,0.054
2026-06-07,South,P001,3.08,0.041
2026-06-07,South,P002,2.72,0.04
2026-06-07,South,P003,3.0,0.026
2026-06-07,South,P004,2.84,0.037
2026-06-07,East,P001,3.12,0.045
2026-06-07,East,P002,2.83,0.045
2026-06-07,East,P003,2.95,0.011
2026-06-07,East,P004,2.85,0.051
2026-06-07,West,P001,2.5,0.041
2026-06-07,West,P002,3.48,0.032
2026-06-07,West,P003,3.0,0.027
2026-06-07,West,P004,3.49,0.039
2026-06-08,North,P001,3.01,0.054
2026-06-08,North,P002,3.2,0.031
2026-06-08,North,P003,2.81,0.045
2026-06-08,North,P004,2.81,0.019
2026-06-08,South,P001,2.98,0.025
2026-06-08,South,P002,3.48,0.042
2026-06-08,South,P003,2.73,0.033
2026-06-08,South,P004,2.43,0.029
2026-06-08,East,P001,3.3,0.062
2026-06-08,East,P002,3.22,0.039
2026-06-08,East,P003,2.87,0.03
2026-06-08,East,P004,3.62,0.038
2026-06-08,West,P001,3.63,0.054
2026-06-08,West,P002,2.48,0.033
2026-06-08,West,P003,2.8,0.039
2026-06-08,West,P004,2.98,0.07
2026-06-09,North,P001,2.68,0.042
2026-06-09,North,P002,3.18,0.04
2026-06-09,North,P003,3.03,0.03
2026-06-09,North,P004,3.03,0.045
2026-06-09,South,P001,3.1,0.046
2026-06-09,South,P002,3.42,0.049
2026-06-09,South,P003,3.02,0.028
2026-06-09,South,P004,2.82,0.038
2026-06-09,East,P001,3.08,0.035
2026-06-09,East,P002,2.72,0.028
2026-06-09,East,P003,2.5,0.038
2026-06-09,East,P004,2.56,0.03
2026-06-09,West,P001,2.88,0.027
2026-06-09,West,P002,3.11,0.047
2026-06-09,West,P003,2.84,0.036
2026-06-09,West,P004,3.16,0.033
2026-06-10,North,P001,2.77,0.052
2026-06-10,North,P002,3.27,0.046
2026-06-10,North,P003,3.28,0.02
2026-06-10,North,P004,3.41,0.044
2026-06-10,South,P001,3.3,0.044
2026-06-10,South,P002,3.01,0.037
2026-06-10,South,P003,3.11,0.037
2026-06-10,South,P004,3.26,0.024
2026-06-10,East,P001,2.84,0.06
2026-06-10,East,P002,2.81,0.038
2026-06-10,East,P003,2.74,0.043
2026-06-10,East,P004,2.78,0.038
2026-06-10,West,P001,3.25,0.033
2026-06-10,West,P002,3.24,0.048
2026-06-10,West,P003,3.32,0.041
2026-06-10,West,P004,3.97,0.051
2026-06-11,North,P001,3.1,0.031
2026-06-11,North,P002,2.97,0.054
2026-06-11,North,P003,3.51,0.055
2026-06-11,North,P004,3.24,0.027
2026-06-11,South,P001,3.15,0.028
2026-06-11,South,P002,2.55,0.042
2026-06-11,South,P003,3.16,0.049
2026-06-11,South,P004,3.15,0.045
2026-06-11,East,P001,2.7,0.039
2026-06-11,East,P002,2.55,0.02
2026-06-11,East,P003,3.22,0.032
2026-06-11,East,P004,3.26,0.051
2026-06-11,West,P001,2.81,0.046
2026-06-11,West,P002,2.8,0.022
2026-06-11,West,P003,3.04,0.035
2026-06-11,West,P004,2.87,0.06
2026-06-12,North,P001,2.54,0.044
2026-06-12,North,P002,2.7,0.049
2026-06-12,North,P003,3.09,0.044
2026-06-12,North,P004,2.72,0.032
2026-06-12,South,P001,3.28,0.058
2026-06-12,South,P002,3.14,0.031
2026-06-12,South,P003,3.1,0.064
2026-06-12,South,P004,3.03,0.055
2026-06-12,East,P001,2.78,0.04
2026-06-12,East,P002,3.19,0.044
2026-06-12,East,P003,2.77,0.032
2026-06-12,East,P004,3.3,0.052
2026-06-12,West,P001,3.45,0.058
2026-06-12,West,P002,3.04,0.037
2026-06-12,West,P003,3.41,0.047
2026-06-12,West,P004,2.71,0.03
2026-06-13,North,P001,3.15,0.038
2026-06-13,North,P002,2.99,0.051
2026-06-13,North,P003,3.23,0.053
2026-06-13,North,P004,2.42,0.043
2026-06-13,South,P001,3.21,0.025
2026-06-13,South,P002,2.8,0.032
2026-06-13,South,P003,3.01,0.056
2026-06-13,South,P004,3.61,0.032
2026-06-13,East,P001,3.16,0.046
2026-06-13,East,P002,3.12,0.044
2026-06-13,East,P003,3.09,0.057
2026-06-13,East,P004,3.33,0.029
2026-06-13,West,P001,3.24,0.049
2026-06-13,West,P002,3.09,0.051
2026-06-13,West,P003,3.06,0.042
2026-06-13,West,P004,3.04,0.02
2026-06-14,North,P001,2.98,0.033
2026-06-14,North,P002,2.64,0.054
2026-06-14,North,P003,3.15,0.04
2026-06-14,North,P004,2.83,0.043
2026-06-14,South,P001,3.3,0.032
2026-06-14,South,P002,3.0,0.049
2026-06-14,South,P003,2.42,0.039
2026-06-14,South,P004,2.87,0.039
2026-06-14,East,P001,2.85,0.041
2026-06-14,East,P002,3.58,0.037
2026-06-14,East,P003,3.09,0.06
2026-06-14,East,P004,2.83,0.058
2026-06-14,West,P001,3.0,0.058
2026-06-14,West,P002,3.23,0.043
2026-06-14,West,P003,2.98,0.034
2026-06-14,West,P004,3.02,0.049
2026-06-15,North,P001,3.0,0.037
2026-06-15,North,P002,2.92,0.05
2026-06-15,North,P003,3.37,0.033
2026-06-15,North,P004,2.8,0.044
2026-06-15,South,P001,3.46,0.051
2026-06-15,South,P002,2.62,0.037
2026-06-15,South,P003,2.72,0.037
2026-06-15,South,P004,3.48,0.026
2026-06-15,East,P001,2.51,0.032
2026-06-15,East,P002,3.09,0.046
2026-06-15,East,P003,3.13,0.052
2026-06-15,East,P004,2.47,0.052
2026-06-15,West,P001,2.91,0.047
2026-06-15,West,P002,2.6,0.04
2026-06-15,West,P003,3.07,0.052
2026-06-15,West,P004,2.52,0.04
2026-06-16,North,P001,2.67,0.045
2026-06-16,North,P002,3.23,0.053
2026-06-16,North,P003,2.84,0.049
2026-06-16,North,P004,3.41,0.024
2026-06-16,South,P001,3.18,0.05
2026-06-16,South,P002,2.92,0.028
2026-06-16,South,P003,3.28,0.028
2026-06-16,South,P004,2.95,0.04
2026-06-16,East,P001,3.21,0.034
2026-06-16,East,P002,2.79,0.041
2026-06-16,East,P003,3.3,0.063
2026-06-16,East,P004,2.55,0.043
2026-06-16,West,P001,2.67,0.05
2026-06-16,West,P002,2.72,0.033
2026-06-16,West,P003,2.82,0.039
2026-06-16,West,P004,3.1,0.045
2026-06-17,North,P001,3.0,0.027
2026-06-17,North,P002,3.22,0.039
2026-06-17,North,P003,3.35,0.033
2026-06-17,North,P004,2.52,0.04
2026-06-17,South,P001,3.39,0.042
2026-06-17,South,P002,2.94,0.031
2026-06-17,South,P003,3.53,0.03
2026-06-17,South,P004,2.78,0.046
2026-06-17,East,P001,2.44,0.053
2026-06-17,East,P002,3.19,0.049
2026-06-17,East,P003,3.17,0.038
2026-06-17,East,P004,2.68,0.039
2026-06-17,West,P001,2.71,0.045
2026-06-17,West,P002,3.24,0.055
2026-06-17,West,P003,3.11,0.049
2026-06-17,West,P004,2.91,0.035
2026-06-18,North,P001,3.14,0.036
2026-06-18,North,P002,3.08,0.029
2026-06-18,North,P003,2.74,0.046
2026-06-18,North,P004,3.27,0.03
2026-06-18,South,P001,3.2,0.035
2026-06-18,South,P002,3.0,0.054
2026-06-18,South,P003,3.24,0.048
2026-06-18,South,P004,3.57,0.033
2026-06-18,East,P001,2.7,0.033
2026-06-18,East,P002,2.92,0.016
2026-06-18,East,P003,2.94,0.035
2026-06-18,East,P004,3.24,0.044
2026-06-18,West,P001,2.82,0.046
2026-06-18,West,P002,3.22,0.032
2026-06-18,West,P003,2.85,0.018
2026-06-18,West,P004,2.67,0.033
2026-06-19,North,P001,3.02,0.031
2026-06-19,North,P002,2.85,0.028
2026-06-19,North,P003,3.05,0.044
2026-06-19,North,P004,3.12,0.04
2026-06-19,South,P001,2.54,0.034
2026-06-19,South,P002,2.88,0.036
2026-06-19,South,P003,3.02,0.054
2026-06-19,South,P004,3.24,0.03
2026-06-19,East,P001,3.2,0.046
2026-06-19,East,P002,2.76,0.048
2026-06-19,East,P003,2.95,0.026
2026-06-19,East,P004,3.14,0.042
2026-06-19,West,P001,2.93,0.04
2026-06-19,West,P002,2.78,0.046
2026-06-19,West,P003,2.99,0.042
2026-06-19,West,P004,3.11,0.028
2026-06-20,North,P001,2.73,0.018
2026-06-20,North,P002,3.17,0.028
2026-06-20,North,P003,3.04,0.044
2026-06-20,North,P004,3.18,0.028
2026-06-20,South,P001,2.98,0.057
2026-06-20,South,P002,3.51,0.05
2026-06-20,South,P003,3.1,0.03
2026-06-20,South,P004,3.22,0.038
2026-06-20,East,P001,3.17,0.034
2026-06-20,East,P002,2.95,0.042
2026-06-20,East,P003,3.07,0.045
2026-06-20,East,P004,2.83,0.027
2026-06-20,West,P001,3.49,0.065
2026-06-20,West,P002,3.13,0.027
2026-06-20,West,P003,2.77,0.045
2026-06-20,West,P004,3.4,0.028
2026-06-21,North,P001,2.96,0.042
2026-06-21,North,P002,3.26,0.037
2026-06-21,North,P003,2.53,0.046
2026-06-21,North,P004,3.34,0.039
2026-06-21,South,P001,3.12,0.035
2026-06-21,South,P002,2.75,0.05
2026-06-21,South,P003,3.12,0.045
2026-06-21,South,P004,3.45,0.029
2026-06-21,East,P001,2.83,0.042
2026-06-21,East,P002,2.83,0.048
2026-06-21,East,P003,2.94,0.03
2026-06-21,East,P004,3.02,0.042
2026-06-21,West,P001,3.28,0.044
2026-06-21,West,P002,3.14,0.043
2026-06-21,West,P003,2.94,0.033
2026-06-21,West,P004,3.09,0.037
2026-06-22,North,P001,3.51,0.053
2026-06-22,North,P002,3.19,0.044
2026-06-22,North,P003,2.97,0.027
2026-06-22,North,P004,2.94,0.041
2026-06-22,South,P001,3.07,0.045
2026-06-22,South,P002,3.28,0.033
2026-06-22,South,P003,2.8,0.055
2026-06-22,South,P004,3.23,0.036
2026-06-22,East,P001,2.97,0.039
2026-06-22,East,P002,3.01,0.045
2026-06-22,East,P003,3.76,0.042
2026-06-22,East,P004,3.2,0.023
2026-06-22,West,P001,2.85,0.052
2026-06-22,West,P002,3.12,0.0
2026-06-22,West,P003,3.2,0.059
2026-06-22,West,P004,2.4,0.055
2026-06-23,North,P001,2.17,0.049
2026-06-23,North,P002,3.0,0.017
2026-06-23,North,P003,3.13,0.052
2026-06-23,North,P004,3.11,0.046
2026-06-23,South,P001,2.88,0.021
2026-06-23,South,P002,3.21,0.057
2026-06-23,South,P003,3.34,0.02
2026-06-23,South,P004,2.55,0.032
2026-06-23,East,P001,2.52,0.04
2026-06-23,East,P002,3.12,0.026
2026-06-23,East,P003,3.23,0.046
2026-06-23,East,P004,2.84,0.038
2026-06-23,West,P001,2.42,0.037
2026-06-23,West,P002,3.0,0.042
2026-06-23,West,P003,3.11,0.042
2026-06-23,West,P004,2.92,0.043
2026-06-24,North,P001,3.3,0.039
2026-06-24,North,P002,3.1,0.038
2026-06-24,North,P003,2.81,0.045
2026-06-24,North,P004,2.83,0.044
2026-06-24,South,P001,3.01,0.037
2026-06-24,South,P002,2.9,0.035
2026-06-24,South,P003,2.51,0.044
2026-06-24,South,P004,3.07,0.048
2026-06-24,East,P001,2.84,0.059
2026-06-24,East,P002,2.89,0.031
2026-06-24,East,P003,2.7,0.023
2026-06-24,East,P004,3.46,0.054
2026-06-24,West,P001,3.18,0.031
2026-06-24,West,P002,3.54,0.036
2026-06-24,West,P003,2.92,0.054
2026-06-24,West,P004,3.2,0.062
2026-06-25,North,P001,3.07,0.036
2026-06-25,North,P002,2.82,0.022
2026-06-25,North,P003,2.92,0.051
2026-06-25,North,P004,3.18,0.04
2026-06-25,South,P001,2.7,0.042
2026-06-25,South,P002,3.3,0.044
2026-06-25,South,P003,3.05,0.032
2026-06-25,South,P004,3.26,0.009
2026-06-25,East,P001,3.11,0.066
2026-06-25,East,P002,2.55,0.038
2026-06-25,East,P003,3.0,0.035
2026-06-25,East,P004,3.31,0.045
2026-06-25,West,P001,3.05,0.048
2026-06-25,West,P002,3.01,0.072
2026-06-25,West,P003,3.05,0.042
2026-06-25,West,P004,2.49,0.035
2026-06-26,North,P001,3.34,0.027
2026-06-26,North,P002,2.35,0.04
2026-06-26,North,P003,3.41,0.04
2026-06-26,North,P004,2.9,0.021
2026-06-26,South,P001,3.14,0.047
2026-06-26,South,P002,2.47,0.051
2026-06-26,South,P003,3.23,0.051
2026-06-26,South,P004,3.18,0.047
2026-06-26,East,P001,3.16,0.049
2026-06-26,East,P002,2.45,0.025
2026-06-26,East,P003,2.78,0.039
2026-06-26,East,P004,3.12,0.043
2026-06-26,West,P001,3.34,0.051
2026-06-26,West,P002,2.74,0.042
2026-06-26,West,P003,2.75,0.038
2026-06-26,West,P004,3.1,0.006
2026-06-27,North,P001,3.72,0.046
2026-06-27,North,P002,2.82,0.059
2026-06-27,North,P003,2.9,0.041
2026-06-27,North,P004,2.85,0.057
2026-06-27,South,P001,2.97,0.041
2026-06-27,South,P002,3.36,0.046
2026-06-27,South,P003,2.98,0.051
2026-06-27,South,P004,3.76,0.043
2026-06-27,East,P001,3.04,0.042
2026-06-27,East,P002,3.39,0.034
2026-06-27,East,P003,2.92,0.025
2026-06-27,East,P004,2.64,0.035
2026-06-27,West,P001,2.98,0.058
2026-06-27,West,P002,3.16,0.031
2026-06-27,West,P003,2.78,0.054
2026-06-27,West,P004,3.34,0.04
2026-06-28,North,P001,2.87,0.051
2026-06-28,North,P002,2.7,0.044
2026-06-28,North,P003,3.68,0.042
2026-06-28,North,P004,2.77,0.044
2026-06-28,South,P001,2.86,0.026
2026-06-28,South,P002,3.21,0.051
2026-06-28,South,P003,2.91,0.036
